StudentID,Year,Band,Instrument,has_assessments,has_instrument,has_segment,has_pyin_pitchtrack
32832,2013,concert,Bassoon,True,False,False,False
32022,2013,concert,Percussion,True,True,True,False
31062,2013,concert,Trumpet,True,True,True,False
29503,2013,concert,Percussion,True,True,True,False
31908,2013,concert,Trumpet,True,True,True,False
28991,2013,concert,Bb Clarinet,True,True,True,True
38678,2013,concert,Bb Clarinet,True,True,True,True
29055,2013,concert,Trumpet,True,True,True,False
31793,2013,concert,Trumpet,True,True,True,False
31025,2013,concert,Oboe,True,False,False,False
32461,2013,concert,Trumpet,True,True,True,False
33773,2013,concert,Oboe,True,False,False,False
28992,2013,concert,Flute,True,True,True,True
37029,2013,concert,Flute,True,True,True,True
29558,2013,concert,Bb Clarinet,True,True,True,True
32986,2013,concert,French Horn,True,False,False,False
34664,2013,concert,Flute,True,True,True,True
29359,2013,concert,Flute,True,True,True,True
36037,2013,concert,Tuba,True,False,False,False
32975,2013,concert,French Horn,True,False,False,False
30483,2013,concert,Flute,True,True,True,True
37303,2013,concert,Percussion,True,True,True,False
31864,2013,concert,Flute,True,True,True,True
31716,2013,concert,Bb Clarinet,True,True,True,True
28767,2013,concert,Trombone,True,False,False,False
37340,2013,concert,Tuba,True,False,False,False
29965,2013,concert,Bb Clarinet,True,True,True,True
29735,2013,concert,Trombone,True,False,False,False
30485,2013,concert,Alto Saxophone,True,True,True,True
33538,2013,concert,Percussion,True,True,True,False
31586,2013,concert,Percussion,True,True,True,False
29362,2013,concert,Euphonium,True,False,False,False
31516,2013,concert,Bb Clarinet,True,True,True,True
30902,2013,concert,Bb Clarinet,True,True,True,True
30187,2013,concert,Flute,True,True,True,True
31593,2013,concert,Flute,True,True,True,True
30691,2013,concert,Alto Saxophone,True,True,True,True
32314,2013,concert,Tenor Saxophone,True,False,False,False
32985,2013,concert,Alto Saxophone,True,True,True,True
30128,2013,concert,Tuba,True,False,False,False
31509,2013,concert,Euphonium,True,False,False,False
35498,2013,concert,Flute,True,True,True,True
29054,2013,concert,Trumpet,True,True,True,False
29886,2013,concert,Trumpet,True,True,True,False
30008,2013,concert,Trumpet,True,True,True,False
28988,2013,concert,Alto Saxophone,True,True,True,True
31841,2013,concert,French Horn,True,False,False,False
32206,2013,concert,Tenor Saxophone,True,False,False,False
29784,2013,concert,Trumpet,True,True,True,False
32390,2013,concert,Trumpet,True,True,True,False
35499,2013,concert,Flute,True,True,True,True
36061,2013,concert,Trumpet,True,True,True,False
34457,2013,concert,Alto Saxophone,True,True,True,True
33484,2013,concert,Tuba,True,False,False,False
37311,2013,concert,Euphonium,True,False,False,False
29358,2013,concert,Piccolo,True,False,False,False
32825,2013,concert,Trombone,True,False,False,False
32414,2013,concert,Bass Clarinet,True,False,False,False
33821,2013,concert,Percussion,True,True,True,False
32025,2013,concert,Alto Saxophone,True,True,True,True
30353,2013,concert,Euphonium,True,False,False,False
38653,2013,concert,Bb Clarinet,True,True,True,True
33683,2013,concert,Alto Saxophone,True,True,True,True
31843,2013,concert,Bb Clarinet,True,True,True,True
35365,2013,concert,Flute,True,True,True,True
29551,2013,concert,Percussion,True,True,True,False
28579,2013,concert,Trumpet,True,True,True,False
32248,2013,concert,Percussion,True,True,True,False
32526,2013,concert,Oboe,True,False,False,False
29142,2013,concert,Bb Clarinet,True,True,True,True
32782,2013,concert,French Horn,True,False,False,False
30602,2013,concert,Trombone,True,False,False,False
28687,2013,concert,Alto Saxophone,True,True,True,True
30291,2013,concert,Bb Clarinet,True,True,True,True
36079,2013,concert,Trumpet,True,False,False,False
29841,2013,concert,Bari Saxophone,True,False,False,False
33618,2013,concert,Bb Clarinet,True,True,True,True
37319,2013,concert,Trumpet,True,True,True,False
30278,2013,concert,Trumpet,True,True,True,False
30284,2013,concert,Trumpet,True,True,True,False
35106,2013,concert,Tenor Saxophone,True,False,False,False
36663,2013,concert,Bassoon,True,False,False,False
33782,2013,concert,Trombone,True,False,False,False
31607,2013,concert,Bb Clarinet,True,True,True,True
31797,2013,concert,Alto Saxophone,True,True,True,True
28667,2013,concert,Alto Saxophone,True,True,True,True
33829,2013,concert,Alto Saxophone,True,True,True,True
30559,2013,concert,Trombone,True,False,False,False
32901,2013,concert,Bb Clarinet,True,False,False,True
38130,2013,concert,Tuba,True,False,False,False
32470,2013,concert,Flute,True,True,True,True
33771,2013,concert,French Horn,True,False,False,False
32255,2013,concert,Flute,True,True,True,True
32493,2013,concert,Euphonium,True,False,False,False
29582,2013,concert,Trombone,True,False,False,False
29177,2013,concert,Trumpet,True,True,True,False
32257,2013,concert,Oboe,True,False,False,False
29526,2013,concert,French Horn,True,False,False,False
36664,2013,concert,Trumpet,True,True,True,False
31839,2013,concert,Trombone,True,False,False,False
29740,2013,concert,Alto Saxophone,True,True,True,True
30535,2013,concert,Flute,True,True,True,True
32181,2013,concert,Trumpet,True,True,True,False
37762,2013,concert,Bb Clarinet,True,True,True,True
32117,2013,concert,Flute,True,True,True,True
35582,2013,concert,Trumpet,True,True,True,False
33845,2013,concert,Flute,True,True,True,True
36689,2013,concert,Piccolo,True,False,False,False
29363,2013,concert,Trombone,True,False,False,False
28773,2013,concert,Euphonium,True,False,False,False
31725,2013,concert,Flute,True,True,True,True
37463,2013,concert,Trumpet,True,True,True,False
28689,2013,concert,Trumpet,True,True,True,False
29224,2013,concert,Tenor Saxophone,True,False,False,False
29571,2013,concert,Flute,True,True,True,True
31319,2013,concert,Percussion,True,True,True,False
29399,2013,concert,Percussion,True,True,True,False
32792,2013,concert,Flute,True,True,True,True
32852,2013,concert,Tuba,True,False,False,False
37277,2013,concert,Alto Saxophone,True,True,True,True
28723,2013,concert,Flute,True,True,True,True
28692,2013,concert,French Horn,True,False,False,False
32846,2013,concert,Alto Saxophone,True,True,True,True
33179,2013,concert,French Horn,True,False,False,False
30528,2013,concert,Bb Clarinet,True,True,True,True
35532,2013,concert,Flute,True,True,True,True
32691,2013,concert,Oboe,True,False,False,False
35101,2013,concert,Alto Saxophone,True,True,True,True
37165,2013,concert,Flute,True,True,True,True
37289,2013,concert,Alto Saxophone,True,True,True,True
33944,2013,concert,Alto Saxophone,True,True,True,True
32415,2013,concert,Flute,True,True,True,True
32258,2013,concert,Bb Clarinet,True,False,False,True
30350,2013,concert,Trumpet,True,True,True,False
31729,2013,concert,Alto Saxophone,True,True,True,True
31697,2013,concert,Flute,True,True,True,True
37062,2013,concert,Percussion,True,True,True,False
29970,2013,concert,Euphonium,True,False,False,False
29278,2013,concert,Bassoon,True,False,False,False
29516,2013,concert,Trumpet,True,True,True,False
30981,2013,concert,French Horn,True,False,False,False
32786,2013,concert,Trumpet,True,True,True,False
33745,2013,concert,Tenor Saxophone,True,False,False,False
34452,2013,concert,Trombone,True,False,False,False
30091,2013,concert,Euphonium,True,False,False,False
32554,2013,concert,Percussion,True,True,True,False
30285,2013,concert,Tenor Saxophone,True,False,False,False
30834,2013,concert,Oboe,True,False,False,False
31047,2013,concert,Flute,True,True,True,True
35317,2013,concert,Trumpet,True,False,False,False
31845,2013,concert,Trombone,True,False,False,False
30486,2013,concert,Bb Clarinet,True,False,False,True
33962,2013,concert,Flute,True,True,True,True
28580,2013,concert,Bb Clarinet,True,True,True,True
34031,2013,concert,Tenor Saxophone,True,False,False,False
32252,2013,concert,Alto Saxophone,True,True,True,True
29552,2013,concert,Bb Clarinet,True,True,True,True
29144,2013,concert,Bb Clarinet,True,True,True,True
36637,2013,concert,Flute,True,True,True,True
31541,2013,concert,Trumpet,True,True,True,False
29530,2013,concert,Trombone,True,False,False,False
32419,2013,concert,Trombone,True,False,False,False
32770,2013,concert,Trumpet,True,True,True,False
35534,2013,concert,Tuba,True,False,False,False
30339,2013,concert,Alto Saxophone,True,True,True,True
29804,2013,concert,Tuba,True,False,False,False
29225,2013,concert,Alto Saxophone,True,True,True,True
30825,2013,concert,Trumpet,True,True,True,False
30852,2013,concert,French Horn,True,False,False,False
32534,2013,concert,Trombone,True,False,False,False
30690,2013,concert,Flute,True,True,True,True
29955,2013,concert,Flute,True,True,True,True
37188,2013,concert,Bb Clarinet,True,True,True,True
29214,2013,concert,Flute,True,True,True,True
30935,2013,concert,Percussion,True,True,True,False
29748,2013,concert,Flute,True,True,True,True
34423,2013,concert,Trombone,True,False,False,False
33984,2013,concert,Trumpet,True,True,True,False
34936,2013,concert,Bb Clarinet,True,True,True,True
38120,2013,concert,Euphonium,True,False,False,False
32200,2013,concert,Tenor Saxophone,True,False,False,False
35074,2013,concert,Tuba,True,False,False,False
30805,2013,concert,Flute,True,True,True,True
29815,2013,concert,Trumpet,True,True,True,False
31182,2013,concert,Trumpet,True,False,False,False
29875,2013,concert,Trumpet,True,True,True,False
29810,2013,concert,Piccolo,True,False,False,False
31015,2013,concert,Alto Saxophone,True,True,True,True
33672,2013,concert,Trumpet,True,True,True,False
30311,2013,concert,Bassoon,True,False,False,False
34207,2013,concert,Flute,True,True,True,True
30719,2013,concert,Bb Clarinet,True,True,True,True
29254,2013,concert,Bb Clarinet,True,True,True,True
28682,2013,concert,Euphonium,True,False,False,False
31848,2013,concert,Tuba,True,False,False,False
31602,2013,concert,Alto Saxophone,True,True,True,True
32702,2013,concert,Euphonium,True,False,False,False
33805,2013,concert,French Horn,True,False,False,False
32703,2013,concert,Percussion,True,True,True,False
31889,2013,concert,Bb Clarinet,True,True,True,True
29114,2013,concert,Alto Saxophone,True,True,True,True
29738,2013,concert,Alto Saxophone,True,True,True,True
29611,2013,concert,Trombone,True,False,False,False
34171,2013,concert,Alto Saxophone,True,True,True,True
38127,2013,concert,Tenor Saxophone,True,False,False,False
30150,2013,concert,Tuba,True,False,False,False
35980,2013,concert,Bb Clarinet,True,True,True,True
29077,2013,concert,Trombone,True,False,False,False
33839,2013,concert,Tenor Saxophone,True,False,False,False
30313,2013,concert,Alto Saxophone,True,True,True,True
28808,2013,concert,Bb Clarinet,True,True,True,True
32533,2013,concert,Flute,True,True,True,True
30098,2013,concert,Euphonium,True,False,False,False
32187,2013,concert,French Horn,True,False,False,False
32686,2013,concert,French Horn,True,False,False,False
29227,2013,concert,Bb Clarinet,True,True,True,True
36234,2013,concert,Bb Clarinet,True,True,True,True
32838,2013,concert,Flute,True,True,True,True
29885,2013,concert,Trombone,True,False,False,False
29480,2013,concert,Trumpet,True,True,True,False
35446,2013,concert,Flute,True,True,True,True
33292,2013,concert,Flute,True,True,True,True
36350,2013,concert,Trumpet,True,True,True,False
30681,2013,concert,French Horn,True,False,False,False
32519,2013,concert,Bb Clarinet,True,True,True,True
33750,2013,concert,Trumpet,True,True,True,False
32983,2013,concert,Tuba,True,False,False,False
33983,2013,concert,Bb Clarinet,True,True,True,True
37251,2013,concert,Bassoon,True,False,False,False
29391,2013,concert,Trumpet,True,True,True,False
29064,2013,concert,Flute,True,True,True,True
31495,2013,concert,Percussion,True,True,True,False
33907,2013,concert,Euphonium,True,False,False,False
33622,2013,concert,Trumpet,True,True,True,False
34485,2013,concert,Trombone,True,False,False,False
33527,2013,concert,Alto Saxophone,True,True,True,True
31792,2013,concert,Tuba,True,False,False,False
29425,2013,concert,Bb Clarinet,True,True,True,True
31508,2013,concert,Bb Clarinet,True,True,True,True
29386,2013,concert,Trombone,True,False,False,False
33630,2013,concert,Percussion,True,True,True,False
33846,2013,concert,Tuba,True,False,False,False
31865,2013,concert,Euphonium,True,False,False,False
37270,2013,concert,Bb Clarinet,True,True,True,True
35285,2013,concert,Flute,True,True,True,True
33904,2013,concert,Bb Clarinet,True,True,True,True
29478,2013,concert,Bb Clarinet,True,True,True,True
29821,2013,concert,French Horn,True,False,False,False
32858,2013,concert,Bass Clarinet,True,False,False,False
34532,2013,concert,Tuba,True,False,False,False
31511,2013,concert,Bb Clarinet,True,True,True,True
34600,2013,concert,Trumpet,True,True,True,False
29683,2013,concert,Percussion,True,True,True,False
30002,2013,concert,Percussion,True,True,True,False
33651,2013,concert,Tuba,True,False,False,False
37315,2013,concert,Flute,True,True,True,True
35090,2013,concert,Flute,True,True,True,True
36691,2013,concert,Bari Saxophone,True,False,False,False
31696,2013,concert,Alto Saxophone,True,True,True,True
36080,2013,concert,Trumpet,True,False,False,False
30001,2013,concert,French Horn,True,False,False,False
31724,2013,concert,Alto Saxophone,True,True,True,True
32457,2013,concert,Bari Saxophone,True,False,False,False
32188,2013,concert,French Horn,True,False,False,False
32719,2013,concert,Oboe,True,False,False,False
28684,2013,concert,French Horn,True,False,False,False
37242,2013,concert,Trumpet,True,True,True,False
30503,2013,concert,Trumpet,True,True,True,False
32762,2013,concert,Alto Saxophone,True,True,True,True
32795,2013,concert,Percussion,True,True,True,False
28671,2013,concert,Trumpet,True,False,False,False
32469,2013,concert,French Horn,True,False,False,False
36656,2013,concert,Bassoon,True,False,False,False
29715,2013,concert,Bb Clarinet,True,True,True,True
35375,2013,concert,Bb Clarinet,True,True,True,True
32024,2013,concert,Trumpet,True,True,True,False
37312,2013,concert,Euphonium,True,False,False,False
30090,2013,concert,Bb Clarinet,True,True,True,True
34029,2013,concert,Alto Saxophone,True,True,True,True
33213,2013,concert,Alto Saxophone,True,True,True,True
31236,2013,concert,French Horn,True,False,False,False
33657,2013,concert,French Horn,True,False,False,False
31571,2013,concert,Trombone,True,False,False,False
33780,2013,concert,Bb Clarinet,True,True,True,True
32840,2013,concert,Percussion,True,True,True,False
30215,2013,concert,Trumpet,True,True,True,False
33617,2013,concert,Bb Clarinet,True,True,True,True
29772,2013,concert,Alto Saxophone,True,True,True,True
30212,2013,concert,Tuba,True,False,False,False
30847,2013,concert,Trumpet,True,True,True,False
32988,2013,concert,Oboe,True,False,False,False
29959,2013,concert,Percussion,True,True,True,False
34400,2013,concert,Tuba,True,False,False,False
31473,2013,concert,Tuba,True,False,False,False
30871,2013,concert,Oboe,True,False,False,False
28628,2013,concert,Bb Clarinet,True,True,True,True
29400,2013,concert,Trombone,True,False,False,False
30843,2013,concert,Alto Saxophone,True,True,True,True
29014,2013,concert,Tenor Saxophone,True,False,False,False
32388,2013,concert,Oboe,True,False,False,False
30806,2013,concert,Trumpet,True,False,False,False
32467,2013,concert,Trombone,True,False,False,False
36767,2013,concert,Alto Saxophone,True,True,True,True
33901,2013,concert,Tuba,True,False,False,False
33502,2013,concert,Flute,True,True,True,True
32979,2013,concert,Trumpet,True,True,True,False
30932,2013,concert,Percussion,True,True,True,False
32468,2013,concert,Trombone,True,False,False,False
30489,2013,concert,Oboe,True,False,False,False
35530,2013,concert,Bassoon,True,False,False,False
